url,page_type,locale,inbound_links,unique_inbound_pages,crawl_depth,hub_membership,related_tool_links,related_guide_links,related_workflow_links,status
https://funnytools.win/en/tools/sort-lines/,tool,en,15,15,1,/en/category/text/;/en/;/en/tools/,13,0,0,OK
https://funnytools.win/en/tools/split-pdf/,tool,en,25,25,1,/en/category/pdf/;/en/;/en/tools/,13,4,2,OK
https://funnytools.win/en/tools/spss-result-interpreter/,tool,en,13,13,1,/en/category/statistics/;/en/;/en/tools/,12,4,1,OK
https://funnytools.win/en/tools/standard-deviation/,tool,en,21,21,1,/en/category/statistics/;/en/;/en/tools/,13,2,1,OK
https://funnytools.win/en/tools/stopwatch/,tool,en,13,13,1,/en/category/time/;/en/;/en/tools/,13,0,0,OK
https://funnytools.win/en/tools/t-score-calculator/,tool,en,24,24,1,/en/category/statistics/;/en/;/en/tools/,13,4,2,OK
https://funnytools.win/en/tools/teacher-exam-score-converter/,tool,en,14,14,1,/en/category/statistics/;/en/;/en/tools/,12,2,1,OK
https://funnytools.win/en/tools/this-or-that/,tool,en,12,12,1,/en/category/random/;/en/;/en/tools/,13,0,1,OK
https://funnytools.win/en/tools/timestamp-converter/,tool,en,10,10,1,/en/category/time/;/en/;/en/tools/,13,0,0,OK
https://funnytools.win/en/tools/url-encoder/,tool,en,21,21,1,/en/category/text/;/en/;/en/tools/,13,4,0,OK
https://funnytools.win/en/tools/uuid-generator/,tool,en,9,9,1,/en/category/random/;/en/;/en/tools/,13,0,0,OK
https://funnytools.win/en/tools/webp-to-jpg/,tool,en,10,10,1,/en/category/image/;/en/;/en/tools/,13,0,0,OK
https://funnytools.win/en/tools/weighted-average-calculator/,tool,en,18,18,1,/en/category/statistics/;/en/;/en/tools/,13,2,1,OK
https://funnytools.win/en/tools/what-to-eat/,tool,en,11,11,1,/en/category/random/;/en/;/en/tools/,13,0,1,OK
https://funnytools.win/en/tools/word-counter/,tool,en,24,24,1,/en/category/text/;/en/;/en/tools/,13,1,2,OK
https://funnytools.win/en/tools/z-score-calculator/,tool,en,23,23,1,/en/category/statistics/;/en/;/en/tools/,13,2,2,OK
https://funnytools.win/en/workflows/creator-social-toolkit/,workflow,en,24,24,1,/en/category/image/;/en/category/random/;/en/category/text/;/en/guides/;/en/;/en/workflows/,16,0,2,OK
https://funnytools.win/en/workflows/daily-decision-toolkit/,workflow,en,14,14,1,/en/category/random/;/en/category/time/;/en/guides/;/en/;/en/workflows/,12,0,2,OK
https://funnytools.win/en/workflows/graduate-statistics-report-toolkit/,workflow,en,18,18,1,/en/category/statistics/;/en/guides/;/en/;/en/workflows/,10,4,2,OK
https://funnytools.win/en/workflows/,hub,en,193,193,1,/en/category/draw/;/en/category/image/;/en/category/money/;/en/category/pdf/;/en/category/random/;/en/category/statistics/;/en/category/study/;/en/category/text/;/en/category/time/;/en/for/;/en/guides/;/en/;/en/tools/;/en/workflows/;/es/flujos/;/workflows/,0,9,14,OK
https://funnytools.win/en/workflows/office-document-toolkit/,workflow,en,35,35,1,/en/category/image/;/en/category/pdf/;/en/category/text/;/en/category/time/;/en/guides/;/en/;/en/workflows/,18,0,2,OK
https://funnytools.win/en/workflows/student-report-toolkit/,workflow,en,18,18,1,/en/category/image/;/en/category/pdf/;/en/category/text/;/en/guides/;/en/;/en/workflows/,16,0,2,OK
https://funnytools.win/en/workflows/teacher-classroom-random-toolkit/,workflow,en,31,31,1,/en/category/random/;/en/category/study/;/en/category/time/;/en/guides/;/en/;/en/workflows/,14,5,2,OK
https://funnytools.win/en/workflows/teacher-exam-score-toolkit/,workflow,en,17,17,1,/en/category/statistics/;/en/guides/;/en/;/en/workflows/,10,4,2,OK
https://funnytools.win/es/apoyar-funnytools/,support,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,83,24,2,OK
https://funnytools.win/es/aviso-legal/,other,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,83,24,2,OK
https://funnytools.win/es/categorias/azar/,category,es,141,141,1,/category/random/;/en/category/random/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,93,24,2,OK
https://funnytools.win/es/categorias/dibujo/,category,es,141,141,1,/category/draw/;/en/category/draw/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,86,24,2,OK
https://funnytools.win/es/categorias/dinero/,category,es,141,141,1,/category/money/;/en/category/money/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,89,24,2,OK
https://funnytools.win/es/categorias/estadistica/,category,es,141,141,1,/category/statistics/;/en/category/statistics/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,95,24,2,OK
https://funnytools.win/es/categorias/estudio/,category,es,141,141,1,/category/study/;/en/category/study/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,88,24,2,OK
https://funnytools.win/es/categorias/imagen/,category,es,141,141,1,/category/image/;/en/category/image/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,94,24,2,OK
https://funnytools.win/es/categorias/pdf/,category,es,141,141,1,/category/pdf/;/en/category/pdf/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/categorias/texto/,category,es,141,141,1,/category/text/;/en/category/text/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,95,24,2,OK
https://funnytools.win/es/categorias/tiempo/,category,es,141,141,1,/category/time/;/en/category/time/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,91,24,2,OK
https://funnytools.win/es/como-funcionan-las-herramientas/,legal,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,83,24,2,OK
https://funnytools.win/es/condiciones-de-uso/,legal,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,83,24,2,OK
https://funnytools.win/es/contacto/,legal,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,83,24,2,OK
https://funnytools.win/es/estadisticas-educativas/,other,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,94,28,3,OK
https://funnytools.win/es/flujos/actividades-aleatorias-aula/,workflow,es,5,5,2,/es/flujos/,89,27,8,OK
https://funnytools.win/es/flujos/calcular-nota-oposicion-docente/,workflow,es,5,5,2,/es/flujos/,88,24,8,OK
https://funnytools.win/es/flujos/contenido-redes-sociales/,workflow,es,4,4,2,/es/flujos/,89,24,8,OK
https://funnytools.win/es/flujos/decisiones-cotidianas/,workflow,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,89,24,8,OK
https://funnytools.win/es/flujos/documentos-oficina/,workflow,es,4,4,2,/es/flujos/,93,24,8,OK
https://funnytools.win/es/flujos/entrega-informe-estudiantil/,workflow,es,4,4,2,/es/flujos/,91,26,9,OK
https://funnytools.win/es/flujos/,hub,es,141,141,1,/en/workflows/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/;/workflows/,99,26,9,OK
https://funnytools.win/es/flujos/informe-estadistico-investigacion/,workflow,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,83,27,8,OK
https://funnytools.win/es/guias/a4-o-letter-para-imprimir/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,30,2,OK
https://funnytools.win/es/guias/agrupamientos-equitativos-aula/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,30,2,OK
https://funnytools.win/es/guias/anova-formato-apa-7/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,32,3,OK
https://funnytools.win/es/guias/calcular-nota-oposicion-docente/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,30,2,OK
https://funnytools.win/es/guias/calcular-porcentajes-rapido/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,30,2,OK
https://funnytools.win/es/guias/codigos-qr-en-el-aula/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,30,2,OK
https://funnytools.win/es/guias/comprimir-fotos-para-email/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,31,2,OK
https://funnytools.win/es/guias/contrasena-segura-fuerte/,guide,es,140,140,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,28,2,OK
https://funnytools.win/es/guias/fluidez-tablas-multiplicar/,guide,es,140,140,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,86,28,2,OK
https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,87,30,2,OK
https://funnytools.win/es/guias/grafico-barras-trabajo-escolar/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,30,2,OK
https://funnytools.win/es/guias/grupos-aleatorios-clase/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,30,2,OK
https://funnytools.win/es/guias/,hub,es,141,141,1,/en/guides/;/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/;/guides/,84,48,2,OK
https://funnytools.win/es/guias/interaccion-anova-dos-factores/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,30,3,OK
https://funnytools.win/es/guias/kb-mb-gb-tb-conversion/,guide,es,140,140,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,28,2,OK
https://funnytools.win/es/guias/limite-palabras-ensayos-examenes/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,30,2,OK
https://funnytools.win/es/guias/prueba-levene-spss/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,31,3,OK
https://funnytools.win/es/guias/prueba-t-formato-apa-7/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,31,3,OK
https://funnytools.win/es/guias/puntuacion-t-interpretacion/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,30,2,OK
https://funnytools.win/es/guias/puntuacion-z-interpretacion/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,31,2,OK
https://funnytools.win/es/guias/rango-percentil-interpretacion/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,32,2,OK
https://funnytools.win/es/guias/ruleta-sorteos-clase/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,85,30,2,OK
https://funnytools.win/es/guias/selector-aleatorio-alumnos/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,84,30,2,OK
https://funnytools.win/es/guias/temporizador-clase/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,86,30,2,OK
https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,guide,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,86,30,2,OK
https://funnytools.win/es/herramientas/cad-2d-online/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-alfa-cronbach/,tool,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,90,24,2,OK
https://funnytools.win/es/herramientas/calculadora-de-edad/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-desviacion-estandar/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-dias-laborables/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-gpa/,tool,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,90,24,2,OK
https://funnytools.win/es/herramientas/calculadora-hipoteca/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-horas-extra/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-inflacion/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-interes-compuesto/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-media-ponderada/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-meta-ahorro/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-nota-oposicion-docente/,tool,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,90,24,2,OK
https://funnytools.win/es/herramientas/calculadora-percentil-ranking-clase/,tool,es,141,141,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,90,24,2,OK
https://funnytools.win/es/herramientas/calculadora-porcentajes/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-promedio-notas/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-puntuacion-t/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
https://funnytools.win/es/herramientas/calculadora-puntuacion-z/,tool,es,142,142,1,/es/categorias/azar/;/es/categorias/dibujo/;/es/categorias/dinero/;/es/categorias/estadistica/;/es/categorias/estudio/;/es/categorias/imagen/;/es/categorias/pdf/;/es/categorias/texto/;/es/categorias/tiempo/;/es/flujos/;/es/guias/;/es/herramientas/;/es/;/es/para/,92,24,2,OK
