url,tool_slug,locale,content_cluster,functional_signature,google_status,google_known,google_crawled,google_indexed,coverage_state,last_crawl_time,google_canonical,user_canonical,canonical_category,internal_link_count,crawl_depth,value_score,search_28_clicks,search_28_impressions,search_28_position,referring_url_count,sitemap_count,inspection_result_link
https://funnytools.win/tools/merge-pdf/,merge-pdf,zh-TW,pdf,merge|pdf-files|pdf|combined-document|pdf-document-assembly|general,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,2026-08-13T18:51:52Z,https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/merge-pdf/,SELF_MATCH,53,1,,,,,4,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=hBAGLZtQ30PwZtnQ7mSlVw&utm_medium=link&utm_source=api
https://funnytools.win/tools/mortgage-payment/,mortgage-payment,zh-TW,money,use|mortgage-payment|mortgage-payment|tool-result|mortgage-payment|general,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,2026-08-16T14:55:56Z,https://funnytools.win/tools/mortgage-payment/,https://funnytools.win/tools/mortgage-payment/,SELF_MATCH,47,1,,,,,2,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=aXROyFWi0U7OZ6giD9wOWQ&utm_medium=link&utm_source=api
https://funnytools.win/tools/net-salary/,net-salary,zh-TW,money,calculate|net-salary|net-salary|calculated-result|net-salary|general,Unknown,no,unknown,unknown,Google 無法辨識的網址,,,,GOOGLE_CANONICAL_ABSENT,47,1,,,,,0,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=r4HdpoIABCRez58YOSFYGA&utm_medium=link&utm_source=api
https://funnytools.win/tools/normalized-score-converter/,normalized-score-converter,zh-TW,statistics,convert|raw-score-and-target-scale|standardized-score|normalized-score|score-standardization|general,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,2026-08-16T05:04:08Z,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/normalized-score-converter/,SELF_MATCH,46,1,,,,,3,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=ZJz6Oa4OaxXw3rwttdcjtw&utm_medium=link&utm_source=api
https://funnytools.win/tools/overtime-pay/,overtime-pay,zh-TW,money,use|overtime-pay|overtime-pay|tool-result|overtime-pay|general,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,2026-08-14T02:48:49Z,https://funnytools.win/tools/overtime-pay/,https://funnytools.win/tools/overtime-pay/,SELF_MATCH,47,1,,,,,2,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=ImLeu-P5suPv2cyoRvwEcg&utm_medium=link&utm_source=api
https://funnytools.win/tools/password-generator/,password-generator,zh-TW,random,generate|password|password|generated-result|password|general,Unknown,no,unknown,unknown,Google 無法辨識的網址,,,,GOOGLE_CANONICAL_ABSENT,51,1,,,,,0,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=GJVvT3L9r42gTdZEDctu8A&utm_medium=link&utm_source=api
https://funnytools.win/tools/pdf-compressor/,pdf-compressor,zh-TW,pdf,compress|pdf-compressor|pdf-compressor|smaller-file|pdf-compressor|general,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,2026-08-10T06:30:16Z,https://funnytools.win/tools/pdf-compressor/,https://funnytools.win/tools/pdf-compressor/,SELF_MATCH,52,1,,,,,2,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=E8n6csp7nk5koKyy6KtX_g&utm_medium=link&utm_source=api
https://funnytools.win/tools/pdf-page-reorder/,pdf-page-reorder,zh-TW,pdf,reorder|pdf|pdf|reordered-document|pdf-page-editing|general,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,2026-08-09T03:49:08Z,https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/pdf-page-reorder/,SELF_MATCH,51,1,,,,,3,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=bUHNdlmrP3E1Q6q21CwzRA&utm_medium=link&utm_source=api
https://funnytools.win/tools/pdf-table-to-excel/,pdf-table-to-excel,zh-TW,pdf,convert|pdf-table|excel|spreadsheet-data|table-extraction|general,Unknown,no,unknown,unknown,Google 無法辨識的網址,,,,GOOGLE_CANONICAL_ABSENT,46,1,,,,,0,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=4sGgmsGbEbq8PukkNe9QXg&utm_medium=link&utm_source=api
https://funnytools.win/tools/pdf-to-image/,pdf-to-image,zh-TW,pdf,convert|pdf|image|image-files|pdf-rendering|general,Unknown,no,unknown,unknown,Google 無法辨識的網址,,,,GOOGLE_CANONICAL_ABSENT,51,1,,,,,0,0,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=UHSfGOmjtw02I6KgocaNUQ&utm_medium=link&utm_source=api
